Date,Open,High,Low,Close,Adj Close,Volume
2019-02-01,7256.370117,7602.689941,7225.140137,7532.529785,7532.529785,42304540000
2019-03-01,7587.450195,7850.109863,7332.919922,7729.319824,7729.319824,49145540000
2019-04-01,7800.240234,8176.080078,7777.089844,8095.390137,8095.390137,43162800000
2019-05-01,8132.930176,8164.709961,7448.229980,7453.149902,7453.149902,47405100000
2019-06-01,7441.209961,8088.879883,7292.220215,8006.240234,8006.240234,44505410000
2019-07-01,8145.850098,8339.639648,8059.290039,8175.419922,8175.419922,39238360000
2019-08-01,8190.560059,8311.040039,7662.899902,7962.879883,7962.879883,46090570000
2019-09-01,7906.439941,8243.799805,7847.319824,7999.339844,7999.339844,41462650000
2019-10-01,8026.830078,8335.559570,7700.000000,8292.360352,8292.360352,43976360000
2019-11-01,8335.049805,8705.910156,8326.559570,8665.469727,8665.469727,41581990000
2019-12-01,8672.839844,9052.000000,8435.400391,8972.599609,8972.599609,45940880000
2020-01-01,9039.459961,9451.429688,8943.500000,9150.940430,9150.940430,52456350000
2020-02-01,9190.719727,9838.370117,8264.160156,8567.370117,8567.370117,53633950000
2020-03-01,8667.139648,9070.320313,6631.419922,7700.100098,7700.100098,96874040000
2020-04-01,7459.500000,8957.269531,7288.109863,8889.549805,8889.549805,78697140000
2020-05-01,8681.290039,9523.639648,8537.830078,9489.870117,9489.870117,80634290000
2020-06-01,9471.419922,10221.849609,9403.000000,10058.769531,10058.769531,111455270000
2020-07-01,10063.669922,10839.929688,10048.040039,10745.269531,10745.269531,94321170000
2020-08-01,10848.639648,11829.839844,10762.709961,11775.459961,11775.459961,78408230000
2020-09-01,11850.959961,12074.059570,10519.490234,11167.509766,11167.509766,82059450000
2020-10-01,11291.990234,11965.540039,10822.570313,10911.589844,10911.589844,77827120000
2020-11-01,11010.450195,12236.230469,10830.950195,12205.849609,12205.849609,82905180000
2020-11-27,12159.180664,12236.230469,12154.569336,12205.846680,12205.846680,3236949689
